"eventID","latitude","longitude","EP_PlotID","day_of_year","plant_height","total_biomass","panicle","biomass_dry","reproductive_allocation_ratio","n_capsules","n_umbel","n_inflorescences"
"Hainich_Dün",51.1025,10.3822,"HEG27",NA,49,1.13,NA,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG27",160,145.5,11.25,8,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG27",160,155,18.91,12,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG34",155,147,15.41,14,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG34",162,139.5,5.5,4,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG34",158,163.5,13.9,10,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG34",160,158,34.75,28,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,115.5,5.54,4,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,114,4.12,1,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,147,15.43,11,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",158,163.5,1.9,2,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",158,163,43.24,22,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",158,127.5,6.32,4,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",155,139.5,63.39,46,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,118,5.38,1,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,150.5,45.37,38,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG38",160,170,47.59,32,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",158,137.5,14.33,12,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",160,136,3.38,3,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",158,145.5,16.99,11,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",160,131,12.58,14,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",160,151.5,15.65,10,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG40",160,149,3.81,3,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG42",160,170.5,32.27,28,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG42",160,132,5.65,5,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG42",160,129,7.78,8,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG42",160,166,41.4,33,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG42",160,151.5,21.91,25,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",158,137.5,27.13,23,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,117.5,2.36,3,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",158,151,29.27,23,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,169,27.1,23,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,142.5,86.26,77,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,178.5,23.63,17,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,147.5,9.82,8,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,156,10,12,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",158,152.5,24.47,16,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG43",160,158.5,34.14,25,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",155,170.5,21.27,17,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",160,135,10.11,13,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",160,139,11.91,13,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",160,140,11.95,11,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",158,156.5,21.62,20,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",160,166,34.22,18,NA,NA,NA,NA,NA
"Hainich_Dün",51.1025,10.3822,"HEG44",160,165,18.38,11,NA,NA,NA,NA,NA
